category,current_avg_monthly_spend,spend_vs_cluster_benchmark,spend_volatility_normalised,income_bracket_encoded,category_type,months_consistently_present,realistic_reduction_pct
food,6805.79,0.5454,0.1128,1,0.5,8,0.0345
groceries,5280.66,0.6941,0.1128,1,0.15,10,0.0171
transport,9964.54,1.4986,0.1128,1,0.4,11,0.1675
shopping,4213.68,0.6747,0.1128,1,0.9,6,0.2537
entertainment,2592.11,0.8515,0.1128,1,1.0,8,0.262
utilities,2453.46,0.4002,0.1128,1,0.1,12,0.0264
healthcare,3803.77,1.1515,0.1128,1,0.05,10,0.1195
investments,6281.34,1.2569,0.1128,1,0.3,9,0.0709
fuel,4286.02,1.199,0.1128,1,0.45,10,0.1582
food,7919.69,1.0,0.2081,1,0.5,11,0.2096
groceries,4078.45,0.8447,0.2081,1,0.15,12,0.0195
transport,3068.4,0.7271,0.2081,1,0.4,11,0.0838
shopping,5876.64,1.4826,0.2081,1,0.9,6,0.2387
entertainment,2054.53,1.0634,0.2081,1,1.0,5,0.2634
utilities,3225.27,0.8289,0.2081,1,0.1,12,0.063
healthcare,1924.45,0.9179,0.2081,1,0.05,10,0.0671
investments,2544.25,0.8022,0.2081,1,0.3,8,0.0276
fuel,1978.01,0.8718,0.2081,1,0.45,10,0.2292
food,12330.97,0.9319,0.1135,1,0.5,9,0.153
groceries,5139.5,0.6371,0.1135,1,0.15,11,0.0
transport,6021.66,0.854,0.1135,1,0.4,8,0.117
shopping,10387.68,1.5685,0.1135,1,0.9,6,0.2733
entertainment,3861.02,1.196,0.1135,1,1.0,5,0.3866
utilities,7415.2,1.1406,0.1135,1,0.1,12,0.0358
healthcare,4660.07,1.3303,0.1135,1,0.05,11,0.087
investments,5823.49,1.0989,0.1135,1,0.3,9,0.0
fuel,3266.53,0.8617,0.1135,1,0.45,7,0.0802
food,17146.48,1.1072,0.2249,1,0.5,7,0.1774
groceries,7279.03,0.771,0.2249,1,0.15,10,0.0796
transport,9568.22,1.1596,0.2249,1,0.4,11,0.1662
shopping,5461.14,0.7046,0.2249,1,0.9,6,0.1888
entertainment,2191.94,0.5802,0.2249,1,1.0,6,0.3014
utilities,10054.48,1.3215,0.2249,1,0.1,12,0.057
healthcare,2162.01,0.5274,0.2249,1,0.05,10,0.0611
investments,7623.15,1.2292,0.2249,1,0.3,9,0.0343
fuel,4338.99,0.9781,0.2249,1,0.45,11,0.0852
food,9451.22,0.9633,0.1526,1,0.5,11,0.0916
groceries,5114.28,0.855,0.1526,1,0.15,10,0.0016
transport,8157.25,1.5603,0.1526,1,0.4,7,0.1363
shopping,5137.98,1.0463,0.1526,1,0.9,6,0.2019
entertainment,1805.88,0.7545,0.1526,1,1.0,9,0.2568
utilities,4886.76,1.0138,0.1526,1,0.1,12,0.0
healthcare,2388.87,0.9197,0.1526,1,0.05,10,0.0303
investments,5137.98,1.3076,0.1526,1,0.3,7,0.0701
fuel,2948.17,1.0489,0.1526,1,0.45,11,0.0393
food,12424.45,1.4217,0.0384,1,0.5,10,0.1606
groceries,4263.91,0.8003,0.0384,1,0.15,10,0.0
transport,4525.66,0.9719,0.0384,1,0.4,10,0.1037
shopping,1448.04,0.3311,0.0384,1,0.9,6,0.2034
entertainment,1819.55,0.8535,0.0384,1,1.0,7,0.3082
utilities,3740.42,0.8712,0.0384,1,0.1,12,0.0114
healthcare,2811.65,1.2153,0.0384,1,0.05,12,0.0399
investments,2406.37,0.6876,0.0384,1,0.3,10,0.0236
fuel,2245.94,0.8971,0.0384,1,0.45,7,0.0732
food,5703.58,0.9184,0.1856,1,0.5,11,0.0977
groceries,4983.5,1.3162,0.1856,1,0.15,10,0.0221
transport,1686.17,0.5095,0.1856,1,0.4,8,0.1025
shopping,5760.58,1.8533,0.1856,1,0.9,6,0.2593
entertainment,1203.12,0.7941,0.1856,1,1.0,9,0.2396
utilities,3108.31,1.0187,0.1856,1,0.1,11,0.0598
healthcare,2217.22,1.3485,0.1856,1,0.05,10,0.0355
investments,1641.17,0.6598,0.1856,1,0.3,7,0.0166
fuel,1101.11,0.6189,0.1856,1,0.45,11,0.1782
food,9670.57,1.0285,0.1301,1,0.5,9,0.0926
groceries,4024.48,0.7021,0.1301,1,0.15,10,0.016
transport,6300.18,1.2575,0.1301,1,0.4,8,0.2928
shopping,7349.45,1.5618,0.1301,1,0.9,5,0.3769
entertainment,2334.74,1.0178,0.1301,1,1.0,8,0.3364
utilities,2970.67,0.6431,0.1301,1,0.1,12,0.0174
healthcare,3011.55,1.2099,0.1301,1,0.05,11,0.0475
investments,381.55,0.1013,0.1301,1,0.3,11,0.0
fuel,3088.77,1.1467,0.1301,1,0.45,10,0.182
food,14967.52,1.4561,0.1682,1,0.5,7,0.0775
groceries,7725.59,1.1575,0.1682,1,0.15,12,0.0097
transport,2650.43,0.5157,0.1682,1,0.4,10,0.1868
shopping,4120.74,0.7007,0.1682,1,0.9,7,0.3377
entertainment,1199.46,0.3612,0.1682,1,1.0,4,0.2146
utilities,7486.98,1.3045,0.1682,1,0.1,10,0.0511
healthcare,3411.38,1.3291,0.1682,1,0.05,10,0.0349
investments,9131.41,1.9531,0.1682,1,0.3,7,0.0997
fuel,5455.63,1.479,0.1682,1,0.45,10,0.1985
food,15503.14,1.5435,0.1655,1,0.5,10,0.1288
groceries,5439.44,0.8883,0.1655,1,0.15,10,0.0506
transport,5245.35,0.9801,0.1655,1,0.4,9,0.088
shopping,5332.69,1.0608,0.1655,1,0.9,4,0.2151
entertainment,3750.84,1.5307,0.1655,1,1.0,6,0.3813
utilities,5361.8,1.0865,0.1655,1,0.1,12,0.0
healthcare,2765.82,1.0401,0.1655,1,0.05,12,0.0307
investments,388.18,0.0965,0.1655,1,0.3,11,0.0401
fuel,2275.73,0.7909,0.1655,1,0.45,10,0.0611
food,14181.83,1.0899,0.1678,1,0.5,8,0.0669
groceries,5808.52,0.7322,0.1678,1,0.15,11,0.0094
transport,8807.07,1.2702,0.1678,1,0.4,9,0.1468
shopping,6487.43,0.9961,0.1678,1,0.9,7,0.2264
entertainment,2068.18,0.6515,0.1678,1,1.0,4,0.3388
utilities,7292.08,1.1406,0.1678,1,0.1,11,0.0197
healthcare,1848.16,0.5365,0.1678,1,0.05,11,0.0121
investments,8813.35,1.6912,0.1678,1,0.3,11,0.103
fuel,5814.8,1.5599,0.1678,1,0.45,8,0.2666
food,12331.37,1.1097,0.1331,1,0.5,9,0.1685
groceries,7252.8,1.0705,0.1331,1,0.15,12,0.0
transport,7789.65,1.3155,0.1331,1,0.4,7,0.2237
shopping,7489.01,1.3465,0.1331,1,0.9,8,0.2553
entertainment,3006.34,1.1089,0.1331,1,1.0,4,0.296
utilities,4493.41,0.823,0.1331,1,0.1,11,0.0213
healthcare,1744.75,0.5931,0.1331,1,0.05,10,0.0
investments,3935.09,0.8842,0.1331,1,0.3,11,0.0241
fuel,2958.03,0.9292,0.1331,1,0.45,11,0.1337
food,7289.08,0.8814,0.1404,1,0.5,8,0.1861
groceries,4866.3,0.9063,0.1404,1,0.15,12,0.03
transport,4300.82,1.0402,0.1404,1,0.4,10,0.1509
shopping,6241.11,1.3191,0.1404,1,0.9,6,0.3159
entertainment,3252.85,1.2175,0.1404,1,1.0,5,0.3736
utilities,6464.2,1.4,0.1404,1,0.1,11,0.0621
healthcare,4207.43,2.0377,0.1404,1,0.05,11,0.1514
investments,5509.61,1.4648,0.1404,1,0.3,11,0.0738
fuel,523.98,0.1766,0.1404,1,0.45,8,0.1636
food,10567.2,1.2039,0.1853,1,0.5,10,0.1688
groceries,3469.17,0.6269,0.1853,1,0.15,12,0.0405
transport,3750.01,0.8879,0.1853,1,0.4,7,0.1392
shopping,8045.17,0.9276,0.1853,1,0.9,6,0.3391
entertainment,2835.91,0.6319,0.1853,1,1.0,7,0.2778
utilities,4553.97,1.0172,0.1853,1,0.1,12,0.057
healthcare,4966.97,2.1174,0.1853,1,0.05,10,0.1812
investments,4548.47,0.6613,0.1853,1,0.3,8,0.0548
fuel,4443.84,1.11,0.1853,1,0.45,11,0.3007
food,6529.61,1.2585,0.1331,1,0.5,11,0.1333
groceries,3893.03,1.1556,0.1331,1,0.15,12,0.119
transport,2597.52,1.0013,0.1331,1,0.4,7,0.0667
shopping,2744.0,0.9243,0.1331,1,0.9,4,0.3179
entertainment,1149.03,0.6854,0.1331,1,1.0,8,0.1751
utilities,2040.91,0.7045,0.1331,1,0.1,12,0.0
healthcare,1298.76,1.0025,0.1331,1,0.05,11,0.001
investments,3714.0,1.5738,0.1331,1,0.3,9,0.0719
fuel,1191.34,0.6399,0.1331,1,0.45,8,0.1196
food,9118.38,0.728,0.0695,1,0.5,10,0.1188
groceries,9723.45,1.2734,0.0695,1,0.15,11,0.0219
transport,4804.24,0.7199,0.0695,1,0.4,10,0.0954
shopping,8271.29,1.3195,0.0695,1,0.9,9,0.2061
entertainment,2722.81,0.8911,0.0695,1,1.0,9,0.3274
utilities,7418.14,1.2055,0.0695,1,0.1,11,0.0174
healthcare,5022.07,1.5146,0.0695,1,0.05,12,0.1
investments,3805.88,0.7587,0.0695,1,0.3,9,0.0038
fuel,2523.14,0.7032,0.0695,1,0.45,7,0.1114
food,14988.6,1.0246,0.1352,1,0.5,10,0.2122
groceries,8826.38,0.9897,0.1352,1,0.15,12,0.0
transport,7179.83,0.9211,0.1352,1,0.4,10,0.0718
shopping,11073.61,1.5125,0.1352,1,0.9,5,0.3559
entertainment,4607.53,1.2911,0.1352,1,1.0,9,0.3858
utilities,7264.63,1.0108,0.1352,1,0.1,10,0.0334
healthcare,2883.24,0.7445,0.1352,1,0.05,12,0.0
investments,5702.87,0.9735,0.1352,1,0.3,9,0.0
fuel,3611.11,0.8617,0.1352,1,0.45,11,0.098
food,17830.6,1.3391,0.153,1,0.5,7,0.1938
groceries,8297.79,1.0222,0.153,1,0.15,12,0.0308
transport,6805.47,0.9592,0.153,1,0.4,10,0.1569
shopping,5821.32,0.8736,0.153,1,0.9,9,0.1842
entertainment,2277.07,0.701,0.153,1,1.0,9,0.1811
utilities,5120.19,0.7827,0.153,1,0.1,12,0.0109
healthcare,3949.49,1.1204,0.153,1,0.05,10,0.0704
investments,2167.72,0.4065,0.153,1,0.3,9,0.0
fuel,2643.71,0.6931,0.153,1,0.45,7,0.1604
food,11217.71,1.0908,0.1295,1,0.5,7,0.0517
groceries,5425.04,0.8653,0.1295,1,0.15,12,0.0154
transport,4774.23,0.8713,0.1295,1,0.4,7,0.1044
shopping,5425.04,1.0541,0.1295,1,0.9,9,0.2794
entertainment,2712.52,1.0812,0.1295,1,1.0,7,0.2304
utilities,4356.92,0.8623,0.1295,1,0.1,11,0.0898
healthcare,3557.08,1.3066,0.1295,1,0.05,10,0.0817
investments,4292.34,1.0422,0.1295,1,0.3,11,0.0
fuel,3547.14,1.204,0.1295,1,0.45,11,0.1131
food,6539.35,0.6565,0.163,1,0.5,10,0.0494
groceries,8502.6,1.4002,0.163,1,0.15,11,0.0818
transport,6885.81,1.2974,0.163,1,0.4,10,0.2567
shopping,3700.34,0.7423,0.163,1,0.9,9,0.1127
entertainment,3786.95,1.5584,0.163,1,1.0,8,0.4438
utilities,1592.73,0.3255,0.163,1,0.1,12,0.0
healthcare,4099.73,1.5547,0.163,1,0.05,10,0.0993
investments,5793.51,1.4524,0.163,1,0.3,10,0.0279
fuel,1842.95,0.6459,0.163,1,0.45,7,0.1173
food,22651.84,1.7159,0.0788,1,0.5,9,0.24
groceries,10203.53,1.2678,0.0788,1,0.15,10,0.0
transport,5356.85,0.7616,0.0788,1,0.4,9,0.0616
shopping,6842.74,1.0357,0.0788,1,0.9,6,0.2037
entertainment,4546.95,1.4119,0.0788,1,1.0,9,0.3813
utilities,4291.86,0.6618,0.0788,1,0.1,10,0.0
healthcare,3022.8,0.865,0.0788,1,0.05,12,0.0368
investments,2123.61,0.4017,0.0788,1,0.3,8,0.0021
fuel,4189.82,1.1079,0.0788,1,0.45,8,0.1991
food,9258.58,0.944,0.127,1,0.5,11,0.1
groceries,6425.09,1.0745,0.127,1,0.15,12,0.0
transport,5619.59,1.0752,0.127,1,0.4,9,0.1112
shopping,6832.58,1.3919,0.127,1,0.9,8,0.2519
entertainment,743.91,0.3109,0.127,1,1.0,7,0.2334
utilities,4904.11,1.0177,0.127,1,0.1,11,0.0713
healthcare,1814.76,0.6989,0.127,1,0.05,11,0.0
investments,6259.25,1.5935,0.127,1,0.3,9,0.0815
fuel,1776.85,0.6324,0.127,1,0.45,11,0.1789
food,6642.74,0.5754,0.0961,1,0.5,7,0.1205
groceries,7033.16,0.9992,0.0961,1,0.15,11,0.0061
transport,6335.98,1.0299,0.0961,1,0.4,9,0.1105
shopping,9660.14,1.6718,0.0961,1,0.9,9,0.3079
entertainment,2950.47,1.0475,0.0961,1,1.0,4,0.1943
utilities,5644.38,0.9951,0.0961,1,0.1,11,0.0211
healthcare,2515.43,0.823,0.0961,1,0.05,12,0.0427
investments,6257.9,1.3534,0.0961,1,0.3,8,0.0365
fuel,3508.22,1.0607,0.0961,1,0.45,9,0.0665
food,5523.22,0.9084,0.1156,1,0.5,8,0.1859
groceries,2326.77,0.5894,0.1156,1,0.15,10,0.0303
transport,1911.0,0.6286,0.1156,1,0.4,9,0.0573
shopping,5729.2,1.6469,0.1156,1,0.9,7,0.4015
entertainment,2998.1,1.5262,0.1156,1,1.0,6,0.2538
utilities,3120.16,0.9191,0.1156,1,0.1,10,0.0
healthcare,2483.16,1.6357,0.1156,1,0.05,11,0.0251
investments,743.8,0.269,0.1156,1,0.3,7,0.0247
fuel,2116.98,0.9703,0.1156,1,0.45,11,0.2188
food,16850.4,1.2314,0.1253,1,0.5,8,0.1931
groceries,7833.55,0.939,0.1253,1,0.15,10,0.0158
transport,8064.92,1.1061,0.1253,1,0.4,8,0.1752
shopping,7536.08,1.1004,0.1253,1,0.9,9,0.2064
entertainment,4911.67,1.4713,0.1253,1,1.0,6,0.3403
utilities,6868.41,1.0216,0.1253,1,0.1,12,0.0
healthcare,3239.19,0.8942,0.1253,1,0.05,12,0.0147
investments,5909.87,1.0784,0.1253,1,0.3,10,0.0
fuel,4600.97,1.1737,0.1253,1,0.45,11,0.177
food,10024.64,0.8551,0.1772,1,0.5,11,0.1371
groceries,7147.51,1.0,0.1772,1,0.15,10,0.0213
transport,4377.99,0.7008,0.1772,1,0.4,11,0.1603
shopping,8846.61,1.5077,0.1772,1,0.9,9,0.3263
entertainment,4428.97,1.5485,0.1772,1,1.0,7,0.3106
utilities,7470.34,1.297,0.1772,1,0.1,10,0.0623
healthcare,2905.45,0.9361,0.1772,1,0.05,12,0.0
investments,1625.46,0.3462,0.1772,1,0.3,11,0.0
fuel,5170.9,1.5396,0.1772,1,0.45,9,0.2903
food,6953.96,1.0589,0.1594,1,0.5,10,0.1573
groceries,3372.29,0.8423,0.1594,1,0.15,12,0.0039
transport,3473.81,0.9927,0.1594,1,0.4,7,0.118
shopping,3876.7,1.1795,0.1594,1,0.9,7,0.2358
entertainment,1992.28,1.2436,0.1594,1,1.0,7,0.2754
utilities,2931.32,0.9086,0.1594,1,0.1,11,0.0148
healthcare,2417.39,1.3905,0.1594,1,0.05,11,0.0
investments,2160.42,0.8215,0.1594,1,0.3,11,0.0
fuel,2963.04,1.575,0.1594,1,0.45,10,0.2384
food,8676.24,1.2232,0.0699,1,0.5,8,0.111
groceries,4427.22,1.0238,0.0699,1,0.15,11,0.0026
transport,4002.31,1.0589,0.0699,1,0.4,7,0.0948
shopping,2391.79,0.6737,0.0699,1,0.9,5,0.2655
entertainment,1699.61,0.9822,0.0699,1,1.0,4,0.348
utilities,2645.36,0.7591,0.0699,1,0.1,10,0.0
healthcare,2025.14,1.0785,0.0699,1,0.05,12,0.0111
investments,2066.26,0.7274,0.0699,1,0.3,8,0.0
fuel,1915.49,0.9427,0.0699,1,0.45,9,0.1479
food,7468.27,1.1705,0.1255,1,0.5,11,0.2565
groceries,5172.0,1.3296,0.1255,1,0.15,12,0.0337
transport,3430.53,1.0091,0.1255,1,0.4,7,0.1352
shopping,3529.16,1.1052,0.1255,1,0.9,9,0.2367
entertainment,1701.4,1.0931,0.1255,1,1.0,9,0.1526
utilities,1793.86,0.5723,0.1255,1,0.1,12,0.0
healthcare,1128.1,0.6679,0.1255,1,0.05,11,0.0
investments,3405.88,1.3329,0.1255,1,0.3,7,0.0671
fuel,1655.16,0.9056,0.1255,1,0.45,8,0.1995
food,7647.26,0.9078,0.1659,1,0.5,10,0.0292
groceries,7932.65,1.4502,0.1659,1,0.15,12,0.019
transport,4042.95,0.9598,0.1659,1,0.4,10,0.1716
shopping,2452.2,0.5088,0.1659,1,0.9,6,0.1959
entertainment,4312.48,1.5845,0.1659,1,1.0,9,0.3403
utilities,4893.82,1.0404,0.1659,1,0.1,12,0.0
healthcare,2557.89,1.2161,0.1659,1,0.05,10,0.0574
investments,4159.22,1.0855,0.1659,1,0.3,9,0.0238
fuel,2267.23,0.75,0.1659,1,0.45,11,0.173
food,11155.9,0.9493,0.1625,1,0.5,8,0.0725
groceries,6341.55,0.8851,0.1625,1,0.15,12,0.0696
transport,4763.26,0.7607,0.1625,1,0.4,10,0.1371
shopping,6392.65,1.0869,0.1625,1,0.9,8,0.2361
entertainment,4195.53,1.4634,0.1625,1,1.0,5,0.1823
utilities,8084.48,1.4002,0.1625,1,0.1,12,0.0349
healthcare,1055.98,0.3394,0.1625,1,0.05,10,0.0
investments,5410.47,1.1496,0.1625,1,0.3,9,0.035
fuel,4814.35,1.43,0.1625,1,0.45,7,0.1668
food,11384.25,0.8333,0.1266,1,0.5,10,0.0412
groceries,9285.59,1.1149,0.1266,1,0.15,11,0.0217
transport,7305.72,1.0036,0.1266,1,0.4,11,0.0829
shopping,8176.86,1.1959,0.1266,1,0.9,9,0.2656
entertainment,2659.63,0.798,0.1266,1,1.0,6,0.206
utilities,8308.86,1.238,0.1266,1,0.1,10,0.0891
healthcare,3497.77,0.9672,0.1266,1,0.05,12,0.0
investments,7114.33,1.3004,0.1266,1,0.3,10,0.057
fuel,2296.65,0.5868,0.1266,1,0.45,11,0.1739
food,5911.89,0.6945,0.091,1,0.5,7,0.1903
groceries,6376.51,1.1536,0.091,1,0.15,11,0.0811
transport,4117.5,0.9674,0.091,1,0.4,11,0.1597
shopping,4042.73,0.83,0.091,1,0.9,4,0.2633
entertainment,849.13,0.3087,0.091,1,1.0,4,0.3092
utilities,5895.87,1.2404,0.091,1,0.1,10,0.0107
healthcare,2413.89,1.1357,0.091,1,0.05,10,0.1077
investments,2451.27,0.6331,0.091,1,0.3,7,0.0168
fuel,2333.78,0.764,0.091,1,0.45,11,0.078
food,9341.71,1.2082,0.1132,1,0.5,9,0.1519
groceries,4258.12,0.9033,0.1132,1,0.15,12,0.0
transport,4534.52,1.1006,0.1132,1,0.4,9,0.2141
shopping,2334.49,0.6033,0.1132,1,0.9,7,0.1728
entertainment,2200.03,1.1663,0.1132,1,1.0,6,0.2418
utilities,2539.93,0.6686,0.1132,1,0.1,11,0.0501
healthcare,1438.05,0.7026,0.1132,1,0.05,11,0.0
investments,2719.22,0.8782,0.1132,1,0.3,7,0.0
fuel,3567.11,1.6105,0.1132,1,0.45,7,0.2363
food,10131.46,1.1129,0.0998,1,0.5,11,0.1854
groceries,6636.28,1.1227,0.0998,1,0.15,11,0.0161
transport,3940.65,0.8657,0.0998,1,0.4,7,0.1638
shopping,3940.65,0.7566,0.0998,1,0.9,8,0.27
entertainment,4260.47,1.4485,0.0998,1,1.0,7,0.338
utilities,3563.72,0.7011,0.0998,1,0.1,11,0.0126
healthcare,3249.61,1.4296,0.0998,1,0.05,12,0.036
investments,1227.88,0.2966,0.0998,1,0.3,7,0.0034
fuel,3980.62,1.2185,0.0998,1,0.45,7,0.1269
food,10731.28,1.0822,0.1829,1,0.5,8,0.1037
groceries,6295.68,0.9778,0.1829,1,0.15,11,0.1217
transport,7154.18,1.4429,0.1829,1,0.4,11,0.2729
shopping,311.05,0.0548,0.1829,1,0.9,6,0.3437
entertainment,2550.62,0.7961,0.1829,1,1.0,8,0.3587
utilities,4448.04,0.8034,0.1829,1,0.1,10,0.001
healthcare,5231.89,2.1131,0.1829,1,0.05,10,0.1731
investments,2326.66,0.5159,0.1829,1,0.3,11,0.0477
fuel,5281.65,1.4843,0.1829,1,0.45,10,0.1296
food,14293.56,1.4831,0.1447,1,0.5,7,0.1966
groceries,7382.59,1.1797,0.1447,1,0.15,10,0.0145
transport,622.77,0.1292,0.1447,1,0.4,7,0.1822
shopping,5447.76,0.9879,0.1447,1,0.9,5,0.1848
entertainment,731.61,0.235,0.1447,1,1.0,6,0.2012
utilities,6814.23,1.2663,0.1447,1,0.1,12,0.0285
healthcare,2315.75,0.9623,0.1447,1,0.05,12,0.0474
investments,6028.21,1.3752,0.1447,1,0.3,11,0.0523
fuel,1874.37,0.542,0.1447,1,0.45,10,0.0806
food,10347.28,0.7382,0.081,1,0.5,9,0.1721
groceries,9636.24,1.1276,0.081,1,0.15,12,0.0653
transport,9744.59,1.3046,0.081,1,0.4,7,0.1162
shopping,8579.84,1.223,0.081,1,0.9,7,0.2743
entertainment,3040.53,0.8891,0.081,1,1.0,9,0.2707
utilities,8586.61,1.2468,0.081,1,0.1,10,0.0457
healthcare,1740.35,0.469,0.081,1,0.05,11,0.0571
investments,8478.26,1.5103,0.081,1,0.3,11,0.1127
fuel,4361.02,1.086,0.081,1,0.45,11,0.0931
food,7353.29,0.67,0.2381,1,0.5,9,0.0962
groceries,5941.85,0.8338,0.2381,1,0.15,11,0.064
transport,9473.91,1.7265,0.2381,1,0.4,9,0.2032
shopping,2024.22,0.3224,0.2381,1,0.9,8,0.2784
entertainment,2581.92,0.7282,0.2381,1,1.0,4,0.2091
utilities,7890.33,1.2876,0.2381,1,0.1,12,0.1003
healthcare,895.06,0.3266,0.2381,1,0.05,11,0.063
investments,406.22,0.0814,0.2381,1,0.3,8,0.0321
fuel,3917.63,0.9948,0.2381,1,0.45,9,0.0917
food,13250.12,0.9454,0.1334,1,0.5,10,0.1414
groceries,10027.3,1.1735,0.1334,1,0.15,11,0.0234
transport,8388.81,1.1233,0.1334,1,0.4,11,0.1323
shopping,7156.55,1.0203,0.1334,1,0.9,9,0.3001
entertainment,3046.78,0.8911,0.1334,1,1.0,5,0.3294
utilities,9478.88,1.3766,0.1334,1,0.1,11,0.0285
healthcare,2884.29,0.7774,0.1334,1,0.05,11,0.0289
investments,2403.57,0.4282,0.1334,1,0.3,7,0.0731
fuel,4292.58,1.0691,0.1334,1,0.45,11,0.1862
food,9119.14,1.0213,0.1804,1,0.5,9,0.2211
groceries,6402.44,1.1043,0.1804,1,0.15,12,0.1433
transport,4005.03,0.8971,0.1804,1,0.4,8,0.1537
shopping,7013.0,1.3728,0.1804,1,0.9,7,0.2983
entertainment,1489.98,0.5165,0.1804,1,1.0,9,0.2508
utilities,5982.33,1.2,0.1804,1,0.1,10,0.0668
healthcare,4117.06,1.8467,0.1804,1,0.05,12,0.1381
investments,4811.63,1.1848,0.1804,1,0.3,10,0.0767
fuel,2604.67,0.8129,0.1804,1,0.45,10,0.2089
food,9952.82,1.2014,0.1026,1,0.5,9,0.235
groceries,4734.29,0.9374,0.1026,1,0.15,10,0.017
transport,4674.26,1.0589,0.1026,1,0.4,9,0.0971
shopping,4962.4,1.1969,0.1026,1,0.9,9,0.3269
entertainment,1352.66,0.6693,0.1026,1,1.0,6,0.2205
utilities,3665.78,0.9007,0.1026,1,0.1,12,0.0442
healthcare,880.43,0.4015,0.1026,1,0.05,11,0.0215
investments,2549.24,0.7684,0.1026,1,0.3,10,0.062
fuel,1420.69,0.5987,0.1026,1,0.45,8,0.2206
food,13087.92,1.0014,0.1701,1,0.5,9,0.1382
groceries,7677.24,0.9635,0.1701,1,0.15,12,0.0
transport,8106.56,1.1641,0.1701,1,0.4,7,0.1838
shopping,7203.73,1.1014,0.1701,1,0.9,4,0.3056
entertainment,1830.92,0.5743,0.1701,1,1.0,8,0.2613
utilities,8378.04,1.3048,0.1701,1,0.1,10,0.0265
healthcare,4476.28,1.2938,0.1701,1,0.05,10,0.0484
investments,2348.63,0.4487,0.1701,1,0.3,8,0.0
fuel,2721.13,0.7268,0.1701,1,0.45,9,0.1024
food,6230.29,0.5502,0.1543,1,0.5,8,0.0732
groceries,9221.11,1.2541,0.1543,1,0.15,10,0.0408
transport,5583.81,0.9862,0.1543,1,0.4,8,0.1801
shopping,8041.83,1.2412,0.1543,1,0.9,8,0.3011
entertainment,3708.33,1.0136,0.1543,1,1.0,5,0.3074
utilities,9341.88,1.4775,0.1543,1,0.1,10,0.0658
healthcare,1925.21,0.6809,0.1543,1,0.05,10,0.0
investments,788.55,0.1531,0.1543,1,0.3,10,0.0
fuel,3807.79,0.9371,0.1543,1,0.45,9,0.0962
food,6967.39,0.97,0.1384,1,0.5,10,0.1222
groceries,3327.55,0.7599,0.1384,1,0.15,10,0.0005
transport,4174.19,1.0907,0.1384,1,0.4,9,0.0228
shopping,4139.49,1.1515,0.1384,1,0.9,9,0.193
entertainment,1446.91,0.8257,0.1384,1,1.0,9,0.1646
utilities,2421.93,0.6863,0.1384,1,0.1,10,0.013
healthcare,2206.8,1.1606,0.1384,1,0.05,12,0.0338
investments,3216.52,1.1182,0.1384,1,0.3,10,0.0294
fuel,2210.27,1.0742,0.1384,1,0.45,11,0.1525
food,20457.68,1.3266,0.155,1,0.5,11,0.1958
groceries,9945.74,1.0578,0.155,1,0.15,11,0.0001
transport,6809.29,0.8286,0.155,1,0.4,11,0.0695
shopping,4581.75,0.5936,0.155,1,0.9,6,0.2402
entertainment,3009.8,0.8,0.155,1,1.0,6,0.3333
utilities,8239.69,1.0875,0.155,1,0.1,11,0.0457
healthcare,4306.1,1.0547,0.155,1,0.05,12,0.0
investments,9252.89,1.4982,0.155,1,0.3,11,0.0
fuel,4164.55,0.9427,0.155,1,0.45,10,0.1755
food,6102.08,0.9652,0.0862,1,0.5,10,0.2134
groceries,4223.81,1.0959,0.0862,1,0.15,10,0.0
transport,3215.96,0.9547,0.0862,1,0.4,11,0.1299
shopping,2040.13,0.6448,0.0862,1,0.9,6,0.2271
entertainment,1243.02,0.8059,0.0862,1,1.0,9,0.223
utilities,4181.05,1.3461,0.0862,1,0.1,11,0.0756
healthcare,1746.94,1.0438,0.0862,1,0.05,11,0.0065
investments,3182.36,1.2569,0.0862,1,0.3,9,0.0054
fuel,845.98,0.4671,0.0862,1,0.45,10,0.101
food,1472.32,0.101,0.1334,1,0.5,9,0.1298
groceries,8988.89,1.0111,0.1334,1,0.15,12,0.0
transport,7608.15,0.9791,0.1334,1,0.4,9,0.1408
shopping,10052.63,1.3774,0.1334,1,0.9,9,0.3067
entertainment,4431.05,1.2455,0.1334,1,1.0,6,0.2071
utilities,11165.67,1.5585,0.1334,1,0.1,11,0.0366
healthcare,3515.25,0.9106,0.1334,1,0.05,10,0.0036
investments,3973.15,0.6803,0.1334,1,0.3,9,0.0453
fuel,4719.87,1.1298,0.1334,1,0.45,8,0.1369
food,8191.91,1.2453,0.1876,1,0.5,9,0.1581
groceries,3371.68,0.7894,0.1876,1,0.15,12,0.0
transport,2269.8,0.6901,0.1876,1,0.4,9,0.1876
shopping,3272.64,0.8695,0.1876,1,0.9,4,0.2732
entertainment,2253.29,1.0602,0.1876,1,1.0,8,0.344
utilities,4102.15,1.1169,0.1876,1,0.1,12,0.001
healthcare,206.35,0.1256,0.1876,1,0.05,12,0.0747
investments,1555.84,0.52,0.1876,1,0.3,7,0.0251
fuel,3297.4,1.3969,0.1876,1,0.45,8,0.2201
food,9539.09,1.2541,0.1358,1,0.5,7,0.1437
groceries,4103.86,0.8309,0.1358,1,0.15,11,0.0
transport,4657.4,1.2246,0.1358,1,0.4,7,0.216
